Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Add Parameter,_discover_local_chemistry_operators,_discover_local_chemistry_operators,qiskit_acqua_chemistry/core/_discover_chemoperator.py,71,92,['The parameters [ names_to_exclude folders_to_exclude ] are added to the method _discover_local_chemistry_operators from the module qiskit_acqua_chemistry/core/_discover_chemoperator.py'],bc1f477d6e5803bdb5cebaca069ea98ed17d99f0
Add Parameter,construct_circuit,construct_circuit,qiskit/aqua/algorithms/adaptive/qaoa/var_form.py/QAOAVarForm,78,79,['The parameters [ q ] are added to the method construct_circuit from the module qiskit/aqua/algorithms/adaptive/qaoa/var_form.py in class QAOAVarForm'],bc927d939fda9441f56271873b71ef47f491a2d6
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/hhl/hhl.py/HHL,89,89,['The parameters [ truncate_resize truncate_hermitian ] are added to the method __init__ from the module qiskit/aqua/algorithms/single_sample/hhl/hhl.py in class HHL'],bcaba14ae98572869f56c3d68d52748c2ad6679d
Remove Parameter,build_logging_config,build_logging_config,qiskit_aqua_chemistry/_logging.py,40,63,['The parameters [ names ] of the method build_logging_config from the module qiskit_aqua_chemistry/_logging.py is/are removed'],bcd002146b87d8d00318053ed63d7463f95ff870
Rename Method,set_logger_config,set_logging_config,qiskit_aqua_chemistry/_logging.py,62,85,['The method set_logger_config from the module qiskit_aqua_chemistry/_logging.py is renamed to set_logging_config'],bcd002146b87d8d00318053ed63d7463f95ff870
Add Parameter,__init__,__init__,qiskit/aqua/components/oracles/custom_circuit_oracle.py/CustomCircuitOracle,29,29,['The parameters [ evaluate_classically_callback ] are added to the method __init__ from the module qiskit/aqua/components/oracles/custom_circuit_oracle.py in class CustomCircuitOracle'],bcf133e5561078fca1d1f445010489fda21a5ff4
Rename Method,init_args,__init__,qiskit_aqua/algorithms/classical/cplex/cplex_ising.py/CPLEX_Ising,83,66,['The method init_args from the module qiskit_aqua/algorithms/classical/cplex/cplex_ising.py in class CPLEX_Ising is renamed to __init__'],bd12ec54e6b360019c83311c8cc685c252e306d8
Rename Method,init_args,__init__,qiskit_aqua/algorithms/classical/exacteigensolver/exacteigensolver.py/ExactEigensolver,75,53,['The method init_args from the module qiskit_aqua/algorithms/classical/exacteigensolver/exacteigensolver.py in class ExactEigensolver is renamed to __init__'],bd12ec54e6b360019c83311c8cc685c252e306d8
Change/Rename Parameter,init_params,init_params,qiskit_aqua/algorithms/components/multiclass_extensions/multiclass_extension.py/MulticlassExtension,41,41,['The parameters [ self ] of the method init_params from the module qiskit_aqua/algorithms/components/multiclass_extensions/multiclass_extension.py in class MulticlassExtension are changed/renamed to [cls]'],bd12ec54e6b360019c83311c8cc685c252e306d8
Rename Class,VarFormRY,RY,qiskit_aqua/algorithms/components/variational_forms/ry.py,,, class VarFormRY was renamed to class RY ,bd12ec54e6b360019c83311c8cc685c252e306d8
Rename Class,VarFormRYRZ,RYRZ,qiskit_aqua/algorithms/components/variational_forms/ryrz.py,,, class VarFormRYRZ was renamed to class RYRZ ,bd12ec54e6b360019c83311c8cc685c252e306d8
Rename Class,VarFormSwapRZ,SwapRZ,qiskit_aqua/algorithms/components/variational_forms/swaprz.py,,, class VarFormSwapRZ was renamed to class SwapRZ ,bd12ec54e6b360019c83311c8cc685c252e306d8
Rename Method,bksf_edge_list,bravyi_kitaev_fast_edge_list,qiskit_chemistry/bksf.py,149,150,['The method bksf_edge_list from the module qiskit_chemistry/bksf.py is renamed to bravyi_kitaev_fast_edge_list'],bd61d39c4d2c58ebbd1fdaa1c80e5263b456aa1f
Rename Method,no_test_qsvm_kernel_binary_directly,test_qsvm_kernel_binary_directly,test/test_qsvm_kernel.py/TestQSVMKernel,79,77,['The method no_test_qsvm_kernel_binary_directly from the module test/test_qsvm_kernel.py in class TestQSVMKernel is renamed to test_qsvm_kernel_binary_directly'],be7e179aee02eaf3fdd3448b46e8f8c3da78dce3
Rename Method,no_test_qsvm_variational_directly,test_qsvm_variational_directly,test/test_qsvm_variational.py/TestQSVMVariational,69,67,['The method no_test_qsvm_variational_directly from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to test_qsvm_variational_directly'],be7e179aee02eaf3fdd3448b46e8f8c3da78dce3
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/many_sample/eigenvalues/eigenvalues.py/EigenvalueEstimation,118,105,['The parameters [ invec ] are added to the method init_args from the module qiskit_aqua/algorithms/many_sample/eigenvalues/eigenvalues.py in class EigenvalueEstimation'],bec422a0c90202d68444ea06cce1ee325b994fda
Add Parameter,test_bernsteinvazirani,test_bernsteinvazirani,test/test_bernsteinvazirani.py/TestBernsteinVazirani,30,35,['The parameters [ mct_mode ] are added to the method test_bernsteinvazirani from the module test/test_bernsteinvazirani.py in class TestBernsteinVazirani'],bf5aa4f03d170d90234017ed3e0ae9e1ed295175
Add Parameter,test_deutschjozsa,test_deutschjozsa,test/test_deutschjozsa.py/TestDeutschJozsa,29,34,['The parameters [ mct_mode ] are added to the method test_deutschjozsa from the module test/test_deutschjozsa.py in class TestDeutschJozsa'],bf5aa4f03d170d90234017ed3e0ae9e1ed295175
Add Parameter,test_dimacs_oracle,test_dimacs_oracle,test/test_dimacs_oracle.py/TestDimacsOracle,58,67,['The parameters [ mct_mode ] are added to the method test_dimacs_oracle from the module test/test_dimacs_oracle.py in class TestDimacsOracle'],bf5aa4f03d170d90234017ed3e0ae9e1ed295175
Add Parameter,test_grover,test_grover,test/test_grover.py/TestGrover,32,41,['The parameters [ mct_mode simulator ] are added to the method test_grover from the module test/test_grover.py in class TestGrover'],bf5aa4f03d170d90234017ed3e0ae9e1ed295175
Add Parameter,test_mct,test_mct,test/test_mct.py/TestMCT,31,35,['The parameters [ mode ] are added to the method test_mct from the module test/test_mct.py in class TestMCT'],bf5aa4f03d170d90234017ed3e0ae9e1ed295175
Add Parameter,test_simon,test_simon,test/test_simon.py/TestSimon,35,40,['The parameters [ mct_mode ] are added to the method test_simon from the module test/test_simon.py in class TestSimon'],bf5aa4f03d170d90234017ed3e0ae9e1ed295175
Rename Method,init_args,__init__,qiskit_aqua/algorithms/components/qfts/approximate.py/Approximate,53,48,['The method init_args from the module qiskit_aqua/algorithms/components/qfts/approximate.py in class Approximate is renamed to __init__'],bfbd40269c1e6117423db831afb6655121387609
Change/Rename Parameter,init_params,init_params,qiskit_aqua/algorithms/components/qfts/qft.py/QFT,47,42,['The parameters [ self ] of the method init_params from the module qiskit_aqua/algorithms/components/qfts/qft.py in class QFT are changed/renamed to [cls]'],bfbd40269c1e6117423db831afb6655121387609
Inline Method,init_params,init_args,qiskit_aqua/algorithms/components/qfts/qft.py/QFT,,, The method init_args from the module qiskit_aqua/algorithms/components/qfts/qft.py in class QFT is inlined into method init_params from the module qiskit_aqua/algorithms/components/qfts/qft.py in class QFT ,bfbd40269c1e6117423db831afb6655121387609
Add Parameter,_compute_eigenvalue,_compute_eigenvalue,qpe_hhl/qpe.py/QPE,258,261,['The parameters [ backend ] are added to the method _compute_eigenvalue from the module qpe_hhl/qpe.py in class QPE'],c09c99ca09a322976316915043580222911663fc
Remove Parameter,construct_circuit,construct_circuit,qiskit_acqua/utils/iqfts/approximate.py/Approximate,57,57,['The parameters [ use_basis_gates ] of the method construct_circuit from the module qiskit_acqua/utils/iqfts/approximate.py in class Approximate is/are removed'],c109c03a8d8d70cc4bb391036110adad395d8f45
Remove Parameter,construct_circuit,construct_circuit,qiskit_acqua/utils/iqfts/iqft.py/IQFT,53,53,['The parameters [ use_basis_gates ] of the method construct_circuit from the module qiskit_acqua/utils/iqfts/iqft.py in class IQFT is/are removed'],c109c03a8d8d70cc4bb391036110adad395d8f45
Remove Parameter,construct_circuit,construct_circuit,qiskit_acqua/utils/iqfts/standard.py/Standard,48,48,['The parameters [ use_basis_gates ] of the method construct_circuit from the module qiskit_acqua/utils/iqfts/standard.py in class Standard is/are removed'],c109c03a8d8d70cc4bb391036110adad395d8f45
Rename Method,_test_readme_sample,_sample_code,test/optimization/test_readme_sample.py/TestReadmeSample,26,29,['The method _test_readme_sample from the module test/optimization/test_readme_sample.py in class TestReadmeSample is renamed to _sample_code'],c18d6960421c3c68b432cad1270d047016251d81
Rename Method,atest_simon,test_simon,test/test_simon.py/TestSimon,39,39,['The method atest_simon from the module test/test_simon.py in class TestSimon is renamed to test_simon'],c2342820443725856ef2fb28f2bcb3686b8433e2
Add Parameter,nc_toffoli,nc_toffoli,AutomatedCircuit/parserevkit.py,10,9,['The parameters [ qr2 ctlnumber ] are added to the method nc_toffoli from the module AutomatedCircuit/parserevkit.py'],c2cb9dbfe3766856b698e41b108bcc99d2e952db
Rename Method,_rountine_grouped_paulis_with_shots,_routine_grouped_paulis_with_shots,qiskit_aqua/operator.py/Operator,694,694,['The method _rountine_grouped_paulis_with_shots from the module qiskit_aqua/operator.py in class Operator is renamed to _routine_grouped_paulis_with_shots'],c2ecdebc0406b733b14812c7ba2dc4c6019c93ab
Rename Method,_rountine_paulis_with_shots,_routine_paulis_with_shots,qiskit_aqua/operator.py/Operator,718,718,['The method _rountine_paulis_with_shots from the module qiskit_aqua/operator.py in class Operator is renamed to _routine_paulis_with_shots'],c2ecdebc0406b733b14812c7ba2dc4c6019c93ab
Rename Method,test_hhl_diagonal_2x2_circuit,test_hhl_circuit_diagonal_2x2,test/test_hhl.py/TestHHL,128,162,['The method test_hhl_diagonal_2x2_circuit from the module test/test_hhl.py in class TestHHL is renamed to test_hhl_circuit_diagonal_2x2'],c37afe8903e16ea1239c46c163a22e85f241e51e
Rename Method,test_hhl_diagonal_8x8_circuit,test_hhl_circuit_diagonal_8x8,test/test_hhl.py/TestHHL,148,182,['The method test_hhl_diagonal_8x8_circuit from the module test/test_hhl.py in class TestHHL is renamed to test_hhl_circuit_diagonal_8x8'],c37afe8903e16ea1239c46c163a22e85f241e51e
Rename Method,eigenstate,eigenstates,qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py/EigensolverResult,37,37,['The method eigenstate from the module qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py in class EigensolverResult is renamed to eigenstates'],c49571f2c9689a50dbcf1682b5fd7741226adf19
Rename Method,test_ee,test_ce_fail,test/aqua/test_classical_eigen_solver.py/TestClassicalEigensolver,38,56,['The method test_ee from the module test/aqua/test_classical_eigen_solver.py in class TestClassicalEigensolver is renamed to test_ce_fail'],c49571f2c9689a50dbcf1682b5fd7741226adf19
Rename Method,test_ee_k4,test_ce_k4,test/aqua/test_classical_eigen_solver.py/TestClassicalEigensolver,44,47,['The method test_ee_k4 from the module test/aqua/test_classical_eigen_solver.py in class TestClassicalEigensolver is renamed to test_ce_k4'],c49571f2c9689a50dbcf1682b5fd7741226adf19
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/iterative_amplitude_estimation/iae.py/IterativeAmplitudeEstimation,52,52,['The parameters [ i_objective ] are added to the method __init__ from the module qiskit/aqua/algorithms/single_sample/iterative_amplitude_estimation/iae.py in class IterativeAmplitudeEstimation'],c4af4edf5e7f548e69927be2509c4640a111bac8
Rename Method,test_qsvm_kernel_binary_directly,todo_test_qsvm_kernel_binary_directly,test/test_qsvm_kernel.py/TestQSVMKernel,77,78,['The method test_qsvm_kernel_binary_directly from the module test/test_qsvm_kernel.py in class TestQSVMKernel is renamed to todo_test_qsvm_kernel_binary_directly'],c4c94966edef68c4652b5fca34c6e4ef1a3cfd74
Rename Method,test_qsvm_variational_callback,todo_test_qsvm_variational_callback,test/test_qsvm_variational.py/TestQSVMVariational,137,141,['The method test_qsvm_variational_callback from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to todo_test_qsvm_variational_callback'],c4c94966edef68c4652b5fca34c6e4ef1a3cfd74
Rename Method,test_qsvm_variational_directly,todo_test_qsvm_variational_directly,test/test_qsvm_variational.py/TestQSVMVariational,94,97,['The method test_qsvm_variational_directly from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to todo_test_qsvm_variational_directly'],c4c94966edef68c4652b5fca34c6e4ef1a3cfd74
Rename Method,test_qsvm_variational_via_run_algorithm,todo_test_qsvm_variational_via_run_algorithm,test/test_qsvm_variational.py/TestQSVMVariational,53,54,['The method test_qsvm_variational_via_run_algorithm from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to todo_test_qsvm_variational_via_run_algorithm'],c4c94966edef68c4652b5fca34c6e4ef1a3cfd74
Rename Method,test_qsvm_variational_with_minibatching,todo_test_qsvm_variational_with_minibatching,test/test_qsvm_variational.py/TestQSVMVariational,70,72,['The method test_qsvm_variational_with_minibatching from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to todo_test_qsvm_variational_with_minibatching'],c4c94966edef68c4652b5fca34c6e4ef1a3cfd74
Add Parameter,__init__,__init__,qiskit/aqua/operators/matrix_operator.py/MatrixOperator,43,43,['The parameters [ basis z2_symmetries ] are added to the method __init__ from the module qiskit/aqua/operators/matrix_operator.py in class MatrixOperator'],c4f79af7fad6e7f895eafe7b70126fa24db41cfc
Add Parameter,__init__,__init__,qiskit/aqua/operators/tpb_grouped_weighted_pauli_operator.py/TPBGroupedWeightedPauliOperator,39,39,['The parameters [ z2_symmetries ] are added to the method __init__ from the module qiskit/aqua/operators/tpb_grouped_weighted_pauli_operator.py in class TPBGroupedWeightedPauliOperator'],c4f79af7fad6e7f895eafe7b70126fa24db41cfc
Change/Rename Parameter,sorted_grouping,sorted_grouping,qiskit/aqua/operators/tpb_grouped_weighted_pauli_operator.py/TPBGroupedWeightedPauliOperator,53,56,['The parameters [ paulis ] of the method sorted_grouping from the module qiskit/aqua/operators/tpb_grouped_weighted_pauli_operator.py in class TPBGroupedWeightedPauliOperator are changed/renamed to [weighted_pauli_operator]'],c4f79af7fad6e7f895eafe7b70126fa24db41cfc
Add Parameter,__init__,__init__,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,44,44,['The parameters [ z2_symmetries ] are added to the method __init__ from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator'],c4f79af7fad6e7f895eafe7b70126fa24db41cfc
Add Parameter,__init__,__init__,qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py/UCCSD,104,106,['The parameters [ z2_symmetries ] are added to the method __init__ from the module qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py in class UCCSD'],c4f79af7fad6e7f895eafe7b70126fa24db41cfc
Remove Parameter,test_end2end_h2,test_end2end_h2,test/chemistry/test_end2end_with_vqe.py/TestEnd2End,44,44,['The parameters [ mode ] of the method test_end2end_h2 from the module test/chemistry/test_end2end_with_vqe.py in class TestEnd2End is/are removed'],c4f79af7fad6e7f895eafe7b70126fa24db41cfc
Change/Rename Parameter,__init__,__init__,qiskit_aqua/algorithms/single_sample/grover/grover.py/Grover,91,91,['The parameters [ cnx_mode ] of the method __init__ from the module qiskit_aqua/algorithms/single_sample/grover/grover.py in class Grover are changed/renamed to [mct_mode]'],c54d5ba6424b4b1b35ef1682ba65b0f0ca6bd3f4
Change/Rename Parameter,__init__,__init__,qiskit_aqua/components/oracles/sat.py/SAT,56,56,['The parameters [ cnx_mode ] of the method __init__ from the module qiskit_aqua/components/oracles/sat.py in class SAT are changed/renamed to [mct_mode]'],c54d5ba6424b4b1b35ef1682ba65b0f0ca6bd3f4
